cik,sic,conm
723594,6020,FIRST CENTURY BANKSHARES INC
723619,2300,ARMITEC INC
724445,2836,BURZYNSKI RESEARCH INSTITUTE
724688,2082,STROH BREWERY CO
725338,6513,PHI ENTERPRISES INC
725394,7363,DALRADA FINANCIAL CORP
725589,3575,LTI TECHNOLOGIES INC
725778,3669,SECURITY TECHNOLOGY INC
725887,7370,SYNERGEX CORP
726819,3620,AP INDUSTRIES INC
727477,7373,SOFTGUARD SYSTEMS INC
727975,6211,JONES (EDWARD D.) & CO LP
728385,3590,MIDWEST ENERGY EMISSIONS CP
728472,6211,FIRST STATE FINANCIAL INC
728618,6311,METROPOLITAN LIFE INS-OLD
729057,6311,PRUDENTIAL INSUR CO OF AMER
729193,4841,FIRST CAROLINA COMMUNICATNS
729639,6282,MINORITY BUSINESS ENT  -CL A
729976,6200,VERSACOM INTL INC
730038,3577,GENIUS TECHNOLOGIES INC
730409,7990,CLARIDGE HOTEL&CASINO  -CL A
730669,9995,FCCC INC
730723,5812,FRI CORP
730726,6020,FARMERS BANCORP/IN
730729,4991,COGENCO INTL INC
731122,6020,CCFNB BANCORP INC
731288,6153,PACCAR FINANCIAL CORP
731297,1040,AMERICAN EAGLE RESOURCES INC
732244,7372,ARRAYS INC
732417,6020,HILLS BANCORPORATION
732646,4822,INTERNATIONAL RECORD CARRIER
732779,1600,NPS TECHNOLOGIES GROUP INC
732875,6799,HIGHLAND MALT LTD
732935,2250,AMERICAN URANIUM MINING INC
733337,8711,PWRCOR INC
734823,7373,MYLEE DIGITAL SCIENCES INC
735993,7372,BAKBONE SOFTWARE INC
736314,7372,SURE TRACE SECURITY CORP
737207,2836,ADHERA THERAPEUTICS INC
737837,1311,TRANSWEST ENERGY INC
737875,6020,FIRST KEYSTONE CORP
737954,7370,BUSINESS COMPUTER NETWORK
739717,8090,CHEMICAL DEPENDENCY HLTHCARE
740155,6020,IOWA FIRST BANCSHARES CORP
740806,6020,F & M BANK CORP
741017,6500,OMEGA VENTURES GROUP INC
741114,2834,ISATORI INC
741171,6153,HEWLETT-PACKARD FINANCE CO
741564,7363,UNIVERSAL SERVICES GROUP
741903,3825,SPECTRASCAN INC
743238,3711,THE SHYFT GROUP INC
743365,3541,APPLIED MACHINING TECH INC
743871,3826,SLS INDUSTRIES INC
744455,6311,GREAT-WEST LIFE & ANN INS CO
745238,3790,VBQ INC
745543,5500,PETRO USA INC
745655,7370,CHINA CRESCENT ENTERPRISES
746442,8082,VHA ENTERPRISES INC  -CL B
746708,4512,ROCKY MOUNTAIN AVIATION INC
747540,5065,SURGE COMPONENTS INC
748014,1090,INTERNATIONAL MUSTO EXPL LTD
748579,5734,PATHFINDER COMPUTER CENTERS
748790,2070,GLOBAL CLEAN ENERGY HOLDINGS
748954,3560,ATLAS COPCO AB
749750,1220,PINE VALLEY MINING CORP
750558,6020,QNB CORP
751146,1040,LAURION MINERALS EXPL INC
751406,2741,GOLD C ENTERPRISES INC
752198,2400,CONTINENTAL CAN EUROPE
752294,3663,ELECTRONIC SYSTEM TECH INC
752391,1311,GOLDEN CHIEF RESOURCES INC
752634,9995,EARTH SEARCH SCIENCES INC
752757,4911,COLORADO UTE ELECTRIC ASSOC
752902,3845,CALIBER IMAGING & DIAGNOSTIC
753296,2060,TATE & LYLE PLC
753314,3713,SUPREME CORP
753365,1000,U S PRECIOUS METALS INC/DE
753682,6020,MERCHANTS & MFRS BANCORP INC
753772,3842,MEDIZONE INTL INC
754449,9995,COPLEY POWER INC
754609,2452,PBS BUILDING SYSTEMS OF AMER
754813,5912,HEALTHWAREHOUSE.COM INC
755108,3714,DAYTON WALTHER CORP
755503,4911,INDIANAPOLIS POWER & LIGHT
756067,7380,INTER ACTIVE SERVICES INC
757523,5812,ARAMARK CORP  -CL B
757788,9995,SOURCE VENTURE CAPITAL INC
758452,4731,RADIX VENTURES INC
759458,6020,CANANDAIGUA NATIONAL CORP
759824,3569,ROCHEM ENVIRONMENTAL INC
760777,3679,DIXCOM INC
761034,7373,EC DEVELOPMENT INC
761682,6159,WESTAR FINANCIAL SVCS INC
763064,7359,POTOMAC CAPITAL INVESTMENT
763827,6799,DELAWARE NATIONAL CORP
763846,4955,CHINA INDL WASTE MANAGEMENT
763956,6020,SECURITY BANC CORP
764044,4922,QUESTAR PIPELINE CO
764217,7990,ENCHANTED PARKS INC
764581,6020,CNB CORP /SC
764764,6159,CATERPILLAR FINANCIAL SVCS
764794,2086,RUDY NUTRITION
766504,1000,SAMEX MINING CORP
766592,5141,PIGGLY WIGGLY ALABAMA DISTR
766916,2911,AMOCO CO
767974,7320,CARDTEL INC
768152,3829,LIGHT MANAGEMENT GROUP INC
768170,6172,PITNEY BOWES CREDIT CORP
768374,1040,CUSAC GOLD MINES LTD
768903,4911,ARKANSAS ELECTRIC COOP CORP
769107,2810,SAFE-WASTE SYSTEMS INC
769511,5945,CNC MERGER CORP
769592,4899,MOBILEPRO CORP
770618,7990,TRUMPS CASTLE FUNDING INC
771617,3559,LEGACY HOLDINGS INC
771639,2340,WUNDIES INC
773717,1040,STANDARD METALS PROCESSING
773753,3600,MITSUBISHI ELECTRIC CORP
774454,4955,U S MICROBICS INC
774459,4911,ALLEGHENY GENERATING CO
775299,3569,HUGHES CAPITAL CORP
775345,6020,UNITED BANCORP INC/MI
775366,6311,LUTHERAN BROTHERHOOD
775926,7372,SECURAC CORP
776999,4899,MY SCREEN MOBILE INC
777357,5531,NORTHERN PACIFIC CORP
777491,8711,CH2M HILL COS LTD
777516,2834,HEALTHSPORT INC
779628,4813,PAYLINE SYSTEMS INC
781882,6799,MDC MORTGAGE FUNDING CORP
782839,1311,SISCOE CALLAHAN MINING CORP
783209,1311,EUROGAS INC
783234,3690,GNB INC
783284,4213,INTEGRATED FREIGHT CORP
783454,7374,MONSTERDAATA INC
783735,2836,DISCOVERY SYSTEMS LTD
784539,5065,EACO CORP
784681,4841,CSC HOLDINGS LLC
784863,6311,PEKIN LIFE INSURANCE CO
785562,2320,RAM VENTURE HOLDINGS CORP
786298,6020,FORESIGHT FINANCIAL GROUP
786620,7372,CIMETRIX INC
786623,2834,ADVANCED VIRAL RESEARCH CORP
786771,8742,VIDEOLOCITY INTL INC
786815,4210,INNOVATIVE SHIPPING SYS INC
788340,2821,TECHNICAL VENTURES INC
788508,2711,NEWS AMERICA HOLDINGS CO
788790,2011,SIPCO INC
788816,4991,OGLETHORPE POWER CORP
788955,6513,US REALTY PARTNERS  -LP
788983,3089,PORTOLA PACKAGING INC
789318,3824,OBOCON INC
789748,2750,COMMUNICATION RESOURCES INC
789853,9995,TRACKER CORP OF AMERICA
789860,2020,YAYI INTERNATIONAL INC
789877,0100,CHINA CONTINENTAL INC
789879,1040,ENSURGE INC
789945,3661,LOTUS PACIFIC INC
790066,4950,GLOBAL ECOLOGY CORP
790075,2800,BAYER AG
790230,3640,IL INTERNATIONAL INC
790273,3824,CONECTISYS CORP
790303,2911,BP AMERICA INC
790362,6020,NATIONAL BANCSHARES CORP/OH
790652,3845,IMAGING DIAGNOSTIC SYSTEMS
790846,3669,MIRTRONICS INC
791115,6331,COACH INDUSTRIES GROUP INC
791219,4813,SONUS COMMUNICATION HOLDINGS
791298,7389,CORFACTS INC
791445,7990,TRUMP PLAZA FUNDING INC
791885,3580,TASTY FRIES INC
791904,5051,EDGCOMB METALS CO
792851,3669,MOSLER INC
792935,8060,ETHEMA HEALTH CORP
793043,2836,IR BIOSCIENCES HOLDINGS INC
793322,6799,PSS INC
793376,9995,AMERECO
793387,5912,PNS INC
793707,3490,MUELLER CO
793981,1311,FRONTIER ENERGY CP
794272,6020,KATAHDIN BANKSHARES CORP
795214,9995,GUWO HOLDINGS INC
795363,2340,CARTER (WILLIAM) CO/DE
795382,6153,POST AMERICAN CORP
795607,6141,NISSAN MOTOR ACCEPTANCE CORP
795738,8711,AANCOR HOLDING INC
795824,7374,DATASCENSION INC
796096,7510,NATIONAL CAR RENTAL SYSTEMS
796124,2086,ELDORADO ARTESIAN SPRNGS INC
796220,2851,SICO INC
796221,1000,AJAX RESOURCES LTD
796628,2834,SEQUESTER HOLDINGS INC
797167,2834,NATURADE INC
797463,6159,GENERAL ELECTRIC CAPITAL SVC
797556,2810,LAROCHE INDUSTRIES INC
797676,2870,RLI INC
797838,6020,NEFFS BANCORP INC/PA
798077,7372,SYNCRONYS SOFTCORP
798176,7372,NSA INC
798601,5141,SHAMROCK FOODS CO
798770,2650,KANE INDUSTRIES INC
798916,2650,CONTAINER CORP OF AMER
799097,7373,SAN HOLDINGS INC
799235,1311,ERHC ENERGY INC
799274,2221,REEVES INDUSTRIES INC
799367,6211,KEMPER FINANCIAL COMPANIES
799643,4213,SUN CARRIERS INC
800013,1389,ENSERCO ENERGY SERVICE CO
800177,6020,DANSKE BANK AS
800299,2820,DUPONT CANADA  -CL A
800333,2430,LUXOR INDUSTRIAL CORP
800344,2040,FIRST PACIFIC CO LTD
800364,3711,SUBARU CORP
800443,5960,TREND LABS INC
800485,6794,J H LIQUIDATION CORP
800523,1000,GGL RESOURCES CORP
800578,3714,CONTINENTAL AG
800645,1311,RIDER RESOURCES LTD
800840,3651,SHARP CORP
800861,1311,SANTOS LTD
800921,2000,NESTLE SA/AG
801166,6311,POWER CORP CANADA
801426,5045,MANAGEMENT ADV SOFTWRE
801451,4812,PRE CELL SOLUTIONS INC
801687,5211,KINGFISHER PLC
801691,6510,WINZEN PROPERTIES INC
801735,4991,SYNEX INTERNATIONAL INC
802510,6211,CASTLE HOLDING CORP
803044,3669,ELECTRONIC CONTROL SECURITY
803742,6020,KISH BANCORP INC
804060,4833,OUTLET BROADCASTING INC
804125,5311,PEEBLES INC
804152,4522,E PRIME AEROSPACE CORP
804563,6020,BENCHMARK BANKSHARES INC
804752,8300,FORUM RETIREMENT PTRS  -LP
805019,6153,TENNECO CREDIT CORP
805080,6020,WEST SUBURBAN BANCORP INC
805260,4922,BG GROUP PLC
806166,5500,RAC PLC
806592,2090,SUNWIN STEVIA INTL INC
806851,5140,CHECKERS RESTAURANT GROUP
806888,3845,RESPONSE BIOMEDICAL CORP
806919,1000,CABO DRILLING CORP
806932,9997,FLETCHER CHALLENGE LTD
807014,3669,PROMATEK INDUSTRIES LTD
807645,4841,DANIELS & ASSOCIATES INC
808031,1000,CENTURION MINERALS LTD
808121,5045,MICROSCIENCE CORP
808304,5331,PAMIDA INC-DEL
808507,4841,CABLEVISION INDUSTRIES CORP
809023,4512,INTL CONSOL AIRLINES GROUP
810020,2810,TRANS RESOURCES INC
810045,1000,JOSEMARIA RESOURCES INC
810208,3651,AURASOUND INC
810312,7990,OCEAN SHOWBOAT INC
810571,2211,CLINTON MILLS INC
810627,3050,PST HOLDINGS INC
810745,3714,MOTOR WHEEL CORP
810926,3812,NANOTECH SECURITY CORP
810932,4813,GLOBALNET CORP
811034,5411,PIGGLY WIGGLY SOUTHERN INC
811036,6799,CROWN PARTNERS INC
811037,3569,CECO FILTERS INC
811040,6726,FIRST CAROLINA INVESTORS
811119,4220,AMERICOLD CORP
811271,3510,ENTECH SOLAR INC
811314,1040,NORTHWEST GOLD CORP  -CL A
811474,7373,KINBURN TECHNOLOGY CORP
811510,7320,REVCARE INC
811532,7996,CEDAR FAIR  -LP
811615,2086,COCA-COLA BOTTLING GP STHWST
811658,3716,HOLIDAY RAMBLER CORP
811779,2836,MULTICELL TECHNOLOGIES INC
811868,7370,ICE HOLDINGS INC
812014,4833,BURNHAM BROADCASTING CO  -LP
812023,5172,PERMIAN PARTNERS  -LP
812149,5030,REGIONAL BRANDS INC
812151,3823,METRISA INC
812152,9995,RIDGEFIELD ACQUISITION CORP
812427,2820,HOECHST CELANESE CORP
812549,3911,HERFF JONES INC
812555,2200,AMER RESOURCES & DEVLPMNT CO
813180,6211,OLDE FINANCIAL CORP
813640,6020,CITIZENS BANCSHARES CORP
813716,2086,CIRTRAN CORP
813790,4922,WESTERN GAS PROCESSORS LTD
813792,2200,UNIROYAL PLASTICS ACQ CORP
813828,4888,VIACOMCBS INC
813856,5812,PRANDIUM INC
813897,7011,PSH MASTER  -LP
814046,9995,ALP LIQUIDATING TRUST
814073,6172,UNISYS FINANCE CORP
814257,8711,CENTRAC ASSOCIATES  -CL A
814286,7320,HALO COS INC
814428,7510,HERTZ PENSKE TRUCK LEASING
814623,3677,BOREALIS EXPLORATION LTD
814624,1040,X-CAL RESOURCES LTD
814926,3640,CAPSTONE COS INC
815743,6153,DISCOVER CREDIT CORP
815755,4812,CHADMOORE WIRELESS GROUP INC
815917,6211,JONES FINANCIAL COS  -LP
816243,3944,MONOGRAM MODELS INC
816248,6020,ALLEGHENY VALLEY BANCORP INC
816332,6020,LYONS BANCORP INC
816755,3695,AMPEX GROUP INC
817215,2340,PLAYTEX APPAREL INC
817411,6311,POWER FINANCIAL CORP
817646,2670,WR ACQUISITION INC  -CL A
817900,5812,AMERICAN RESTAURANT PRTNS-LP
818013,4833,QUEEN CITY BROADCASTING INC
818081,2750,WEBCRAFT TECHNOLOGIES INC
818092,4833,NEW WORLD TELEVISION INC
818243,7990,SIX FLAGS THEME PARKS INC
818677,6020,SECURITY FEDERAL CORP
819339,3827,LEICA PLC  -ADR
819927,7990,GATE TO WIRE SOLUTIONS INC
819933,8071,IMAR CORP
820085,4822,BROOKE PARTNERS  -LP
820114,4813,SOUTHNET CORP
820167,6162,HARBOURTON FINL SVC  -LP
820228,3714,KNOLL INTERNATIONAL HOLDINGS
820286,5812,SERVAM CORP
820380,3620,INTL AUTOMATED SYSTEMS INC
820414,6020,CENTURY FINANCIAL CORP
820746,4833,UNIVISION HOLDINGS INC
820771,7812,GOLIATH FILM & MEDIA HLDGS
820789,7812,EARTHWORKS ENTERTAINMENT INC
820901,1311,ARETE INDUSTRIES INC
821256,3674,DISPLAYTECH INC-REDH
821614,4922,LASALLE ENERGY CORP  -CL A
821897,5700,ANNAS LINEN CO-REDH
822083,6020,PLAINSCAPITAL CORP
822411,2836,IMMUNOCELLULAR THERAPEUTICS
822795,3540,THERMADYNE INDUSTRIES
823070,2890,NOFIRE TECHNOLOGIES INC
823193,3716,STARCRAFT CORP  -OLD
823277,5150,CHS INC
823353,2250,FARLEY INC
823387,4812,NORTH AMERICAN DATACOM INC
823546,7370,ROCKETFUEL BLOCKCHAIN INC
823548,6324,WESTERN OHIO HEALTH CARE
823619,3730,GENMAR HOLDINGS INC
823970,5940,DALTON (B) BOOKSELLER INC
824174,9995,OPTICON MEDICAL INC
824412,7990,CALIFORNIA HOTEL AND CASINO
824811,2082,FOSTER'S GROUP LTD
824851,6794,ENCORE ENERGY SYSTEMS INC
825178,1000,NUINSCO RESOURCES LTD
825203,2870,ITRONICS INC
825311,2911,FLYING J INC
825322,3690,MPHASE TECHNOLOGIES INC
825541,3411,SILGAN CORP  -CL B
825878,2844,CHARLIE HOLDINGS INC
826144,5140,ECHO SPRINGS WATER CO
826770,6172,SHILLELAGH VENTURES CHRTERED
827055,3585,POWERCOLD CORP
827066,4841,CANBRAS COMMUNICATIONS CORP
827084,3690,STAT-TECH INTL CORP
827163,3578,INTEGRA SYSTEMS INC
827206,5812,PARAGON RESTAURANT GROUP INC
827250,1311,MATADOR PETROLEUM CORP
828535,6020,COMMERCIAL NATIONAL FINL CP
828545,1311,GRAND BANKS ENERGY CORP
828737,3350,WELLS ALUMINUM CORP  -CL A
828878,6512,HH BIOTECHNOLOGY HOLDINGS CO
828940,7370,SANTEON GROUP INC
829117,7370,SAFE TECHNOLOGIES INTL
829325,7372,SPYR INC
829507,2820,FIBER INDUSTRIES INC
830052,2834,RBC LIFE SCIENCES INC
830377,5661,MOACQ HOLDINGS CP  -CL A
830483,3690,OAKRIDGE GLOBAL ENERGY SOLTN
830504,3577,SCRIPTEL HOLDING INC
830736,7373,ALPHA INNOTECH CORP
830741,7373,VHGI HOLDINGS INC
831113,0800,CMC REAL ESTATE CORP
831253,3523,W-W CAPITAL CORP
831489,6794,SCORES HOLDING CO INC
831597,1400,NEWPORT EXPLORATION LTD
831656,1040,PLACER PACIFIC LTD
831674,7500,STAR CASINOS INTL INC
831749,2836,HELIX BIOMEDIX INC
831872,3011,UNIROYAL GOODRICH TIRE CO
832369,6799,COLTEC HOLDINGS INC
832408,3241,MONOLITH PORTLAND CEMENT CO
832810,3590,ORGANITECH USA INC
833073,3730,MIRAMAR MARINE CORP
833080,3842,SAFETEK INTL INC
833083,7500,MIDNIGHT HOLDINGS GROUP INC
833203,7370,WYNDSTORM CORP
833972,3621,NQL ENERGY SERVICES INC
833987,1000,CELLCUBE ENERGY STRG SYS INC
834071,6141,TOYOTA MOTOR CREDIT CORP
834112,8071,MORGAN MEDICAL HOLDINGS
834529,3812,GUIDANCE TECHNOLOGY INC
835412,9995,TMS INC
835544,7990,TRUMP TAJ MAHAL FUNDING INC
835589,5140,TLC BEATRICE INTL HLDS INC
835599,6311,MORGAN FINANCIAL CORP
835662,5122,AIXIN LIFE INTERNATIONAL INC
835688,2860,LAXAI PHARMA LTD
835909,7361,ELITE TECHNOLOGIES INC
835928,7510,AP HOLDINGS INC
835951,7372,ATI NETWORKS INC
836023,5411,RALPHS GROCERY CO
836243,2810,ALCOA INTERNATIONAL HOLDINGS
836352,3942,AVALON MARKETING INC  -CL A
836937,2834,UPD HOLDING CORP
836974,5311,MONTGOMERY WARD HLDG  -CL A
837010,6311,VOYA RETIREMENT INS &ANNUITY
837187,1000,GIGA METALS CORP
837342,5812,CORDIA CORP
837486,3444,EAGLE INDUSTRIES INC
837490,2834,MERA PHARMACEUTICALS INC
837535,4011,SPTC HOLDING INC
837682,3443,MARLEY CO
837757,6311,TRANSAMERICA OCCIDENTAL LIFE
837887,2400,STONE FOREST INDUSTRIES INC
838329,2211,LINTER TEXTILES CORP LTD
838448,5411,FF HOLDINGS CORP  -CL B
838780,8090,SEREX INTERNATIONAL INC
838796,7370,KIWIBOX COM INC
838830,4213,ABF FREIGHT SYSTEM INC
838859,3585,SNYDERGENERAL CORP
838874,6020,FIRST NATIONAL BANK ALASKA
839441,2834,IMAGENETIX INC
839466,3663,RACAL ELECTRONICS PLC
839484,3089,JORDAN INDUSTRIES INC
839727,3312,FLS HOLDINGS INC
839759,6311,ALLSTATE LIFE INSUR CO/NY
839772,3711,VOLKSWAGEN AG
839928,6020,CNB BANCORP INC/NY
840302,5735,MTS INC
840484,1040,GOLD CANYON RESOURCES INC
840551,3845,TITAN MEDICAL INC
840573,3843,BIO LOK INTL INC
840886,6020,FIRST LITCHFIELD FINANCIAL
841005,7361,HOSPITAL RECRUITERS INC
841940,8062,EPIC HEALTHCARE GROUP INC
842461,4700,SIGNAL CAPITAL HOLDINGS CORP
842616,1000,PARAMOUNT VENTURE&FIN  -CL A
842622,1400,CRYSTAL PEAK MINERALS INC
842809,2721,NEW CENTURY COMMUNCTN  -CL A
843087,5411,ABCO MARKETS INC
843212,1311,AMERICAN ENERGY GROUP LTD
843396,2086,DR. PEPPER BTLG HLDGS  -CL A
843471,6153,FINANCE CO OF AMERICA  -CL A
843499,4610,EXXON CAPITAL HOLDINGS CORP
843867,3312,EASTERN STAINLESS/VA  -CL B
844216,5411,AST GENERAL CORP
844698,4841,AMERICAN WIRELESS SYS INC
844893,7370,E MACHINERY.NET INC
844959,6020,HEARTLAND BANCCORP
845091,6311,TRANSAMERICA ADVISORS LIFE
845291,3826,CELL ROBOTICS INTL INC
845385,6797,PRINCETON CAPITAL CORP
845756,2013,DARLING DELAWARE CO
846012,2082,CBR BREWING CO INC -CL A
846466,5051,CAROLINA STEEL CORP
846535,5960,VARTECH SYSTEMS  INC
846717,5311,PBL ACQUISITION CORP
846723,5651,SPECIALTY RETAILERS
846972,3250,ADIENCE INC
847015,2834,MEDICAN ENTERPRISES INC
847069,2860,INDSPEC CHEMICAL CORP
847326,3330,HORSEHEAD INDUSTRIES INC
847394,3861,3D IMAGE TECHNOLOGY INC
847416,1311,EAGLE FORD OIL & GAS CORP
847538,6020,CHESAPEAKE FINL SHARES INC
847597,7372,TENGTU INTL CORP
847942,9995,STRATEGIC ACQUISITIONS INC
848447,7812,KALEIDOSCOPE MEDIA GROUP INC
848465,7372,GREAT BEAR TECHNOLOGY INC
849217,5812,GILBERT ROBINSON HLDG  -CL A
849262,3944,TYCO INDUSTRIES INC
849286,2300,LONDONTOWN HOLDINGS  -CL B
849695,5812,S & A RESTAURANT CORP
849870,7359,PEGASUS AIRCRFT PRTNRS II-LP
850415,7372,SYSTEMS OF EXCELLENCE
850422,3537,HYSTER-YALE MATERIALS HNDLG
850599,7372,MIGRATEC INC
850626,6020,FULTON BANCSHARES CORP
850918,6311,GREAT-WEST LIFECO INC
850978,2834,TOCOR INC
850994,7990,LAS VEGAS SANDS INC
851064,1040,ATLANTA GOLD INC
851089,1700,K D HOLDINGS CORP
851797,3728,K & F INDUSTRIES INC
851891,5812,MEXICAN PATIO CAFES INC
852003,5064,SCIENTIFIC IMAGING INSTRUMEN
852127,6099,GREENLAND CORP
852437,7372,RAND WORLDWIDE INC
852553,2400,KOPPERS HOLDINGS CORP -OLD
852570,6099,GLOBAL AXCESS CORP
852600,4955,MARSULEX INC
852937,3944,NINTENDO CO LTD
853083,5812,AMERICAN RESTAURANT GROUP
853323,8711,LAWGIBB GROUP INC
853444,5990,POWER PLUS CORP
853733,2033,HANOVER FOODS CORP/PA
853833,6799,GEMINI GROUP GLOBAL CORP
853890,5171,KANEB PIPELINE PARTNRS  -LP
853927,2721,AMERICAN MEDIA OPERATIONS
854087,9995,FAIRWOOD CORP
854164,9995,CCC GLOBALCOM CORP
854242,2721,GREAT AMERICAN MEDIA CORP
854599,2810,GENERAL CHEMICAL CORP
854776,7372,EMERGISOFT HOLDING INC
854877,8734,VITALLABS INC
854899,5020,INTL BUSINESS INTERIORS CORP
854904,6726,MORGAN STANLEY PRIME INCM TR
854932,2911,EL PASO REFINERY  -LP
855019,5812,CATERAIR INTERNATIONAL CORP
855160,3433,WATERFURNACE RENEWABLE ENRGY
855207,3571,NORTHGATE COMPUTER CORP
855372,3559,ECO2 PLASTICS INC
855373,7370,QUARTZ GROUP INC
855667,3320,NEENAH ENTERPRISES INC
855684,6162,UCAP INC
855787,1311,ALPHA ENERGY INC
856065,1311,BELAIR ENERGY CORP
856378,2670,CCL INDUSTRIES  -CL B
856417,6035,CHEVY CHASE BANK FSB
856710,2750,ACG HOLDINGS INC
857069,6035,HARVEST FINANCIAL CORP
857351,4731,UNIVERSAL EXPRESS INC
857502,4899,DBS INDUSTRIES INC
857539,1000,WINDARRA MINERALS LTD
857565,3559,GLASSTECH INC
857571,4911,AEP GENERATING CO
857668,3651,TELEX COMMUNICATIONS INC
857775,6141,FORD HOLDINGS INC
857853,6020,BLACKHAWK BANCORP INC
857902,6153,FIRST PACIFIC CORP
858157,1000,MESSINA MINERALS INC
859081,7372,DR HOLDINGS/DE
859313,3620,ENERGIZ RENEWABLE INC
859365,5172,CONTINENTAL FUELS INC
859449,6799,PROFESSIONAL HEALTH SYSTEMS
859636,4610,PRIDE COMPANIES  -LP
859803,6532,SANTA FE PACIFIC REALTY CORP
859914,7359,INTELLECTUAL TECHNOLOGY INC
860757,8711,REYNOLDS SMITH & HILLS INC
861370,3060,FLYING EAGLE PU TECHNICAL CP
861502,5050,COEUR D'ALENES CO  -OLD
861822,8741,MEDICAL ASSET MGMT INC
861967,8111,WOLTERS KLUWER NV
862651,7370,INVESTVIEW INC
863339,1000,0373849 B C LTD
863441,2851,POLYMER SOLUTIONS INC
863681,1040,ATEX RESOURCES INC
863710,6799,BLACKHAWK GROWTH CORP
864292,5661,IRON AGE HOLDINGS CORP
864606,7372,SOFTKEY SOFTWARE PRODUCTS
865004,3241,TOLMEX SA DE CV
865400,1040,GUANAJUATO SILVER CO LTD
866439,3674,DARKPULSE INC
866643,6020,JD BANCSHARES INC
867028,7370,FOMO CORP
867038,1311,SPINDLETOP OIL & GAS CO
867526,2082,MOLSON INC  -CL A
867527,1000,TENKE MINING CORP
867530,6020,UNITED OVERSEAS BANK LTD
867876,3842,IMPLANT TECHNOLOGY INC
868415,5072,CURTIS INDUSTRIES INC
868822,1040,CANAGOLD RESOURCES LTD
869187,4512,BALTIA AIR LINES INC
869231,7359,WILLIAMS SCOTSMAN INC
869484,7948,CALL NOW INC
869531,7372,ADVANTEGO CORP
869688,6211,WESTECH CAPITAL CORP
870016,9997,JARDINE MATHESON HLDGS LTD
870387,5190,SF SERVICES INC
870589,1311,BERKLEY RENEWABLES INC
870743,3721,GROEN BROS AVIATION INC
870752,7381,JANKCO HOLDING CORP
871012,7990,TAJ MAHAL HLDG CORP  -CL A
871300,7372,GREENLIGHT COMMUNICATNS INC
872003,1000,STINGRAY COPPER INC
872024,1000,ALTAI RESOURCES INC
873185,1040,USCORP
873375,6035,FIRST ULB CORP-REDH
873616,1000,WAI CAPITAL INVESTMENTS CORP
874049,4911,NORWEB PLC
874314,5411,ALMACS SUPERMARKETS INC
874482,6020,UNION NATIONAL FINANCIAL CP
874683,2340,WALL STREET COTTON CLUB
875221,4911,POWERGEN PLC
875623,8711,SPARTA INC/DE
875711,4813,AMERN NORTEL COMMUNICATIONS
875729,2870,BION ENVIRONMENTAL TECH INC
876160,6794,BERMAN CENTER INC
876367,2836,LEGAL LIFE PLANS INC
876528,1400,ONYX CORP
877014,1040,GREAT QUEST FERTILIZER LTD
877019,1000,GALLEON GOLD CORP
877024,4911,SCOTTISH & SOUTHERN ENERGY
877050,6324,BLUESTONE HOLDING CORP
877691,4812,NORTEL INVERSORA SA
878146,4400,UNDERSEA RECOVERY CORP
878180,6726,NUVEEN FL QUALITY INC MUN FD
878334,3721,BOMBARDIER INC  -CL B
878547,9995,AMERICAN TECHNOLOGIES GROUP
878722,1000,WESTBURY METALS GROUP
878802,7370,QUADRANT 4 SYSTEMS CORP
878808,1040,FIRSTGOLD CORP
879124,6794,N U PIZZA HOLDING CORP
879140,2052,UNITED BISCUITS HOLDINGS PLC
879355,4931,MIDWEST POWER SYSTEM INC
880116,6020,SOUTHEASTERN BANK FINL CORP
880121,5000,MARKET AMERICA INC
880354,2835,QUANTECH LTD
880417,6020,CSB BANCORP INC/OH
880584,4991,GDT TEK INC
880657,3411,UNITED STATES CAN CO
880856,1000,WILLIAMS CREEK GOLD LTD
881539,1040,BATTLE MOUNTAIN CANADA LTD
881590,6159,CAPITAL FINANCIAL GLOBAL
882616,3825,SIRIT INC
882617,6020,DBS GROUP HOLDINGS LTD
882650,2844,L'OREAL SA
882829,5411,STATER BROS HOLDINGS INC
883502,6035,UMBRELLA BANCORP INC
883706,3561,ENTRECAP INTL INC
883758,6020,PARKWAY ACQUISITION CORP
883906,2870,ARCADIAN PARTNERS LP  -PREF
884129,3089,PLASTIC CONTAINERS INC
884392,2836,NEOZYME II CORP
884502,3510,JETSTREAM PWR INTL INC
884504,3559,THERMOENERGY CORP
884713,2086,PRIMO WATER CORP
884782,6020,SLIPPERY ROCK FINANCIAL CORP
885074,8071,AEON GLOBAL HEALTH CORP
885425,3312,DOFASCO INC
885475,7370,ECO-SHIFT POWER CORP
885489,5031,GOODFELLOW INC
885531,6020,DENMARK BANCSHARES INC
885540,1040,CREW GOLD CORP
885568,4911,OLD DOMINION ELECTRIC COOP
885975,7830,CINEMARK USA INC
886184,7370,WORLDWIDE TECHNOLOGIES INC
886909,2540,OSF INC-OLD
887028,1000,RIO TINTO LTD
887149,6020,CROGHAN BANCSHARES INC
887346,2673,EQUITABLE BAG CO INC  -CL A
887353,2086,SEVEN UP/RC BOTTLNG CO SO CA
887462,2531,LEAR HOLDINGS CORP
887996,5500,TEXAS EQUIPMENT CORP
888895,0700,APPLIED GENETICS INTL INC
888981,6794,NOCOPI TECHNOLOGIES INC
889131,2834,ROCHE HOLDING AG
